"endyear","unitid","instname","state","sector","ugftfresh","ugftfreshwh","ugftfreshbl","ugftfreshhi","ugftfreshap","ugftfreshas","ugftfreshnh","ugftfreshna","ugftfreshmr","ugftfreshun","ugftfreshal","ugftfreshwh_pct","ugftfreshbl_pct","ugftfreshhi_pct","ugftfreshap_pct","ugftfreshas_pct","ugftfreshnh_pct","ugftfreshna_pct","ugftfreshmr_pct","ugftfreshun_pct","ugftfreshal_pct","ugptfresh","ugptfreshwh","ugptfreshbl","ugptfreshhi","ugptfreshap","ugptfreshas","ugptfreshnh","ugptfreshna","ugptfreshmr","ugptfreshun","ugptfreshal","ugptfreshwh_pct","ugptfreshbl_pct","ugptfreshhi_pct","ugptfreshap_pct","ugptfreshas_pct","ugptfreshnh_pct","ugptfreshna_pct","ugptfreshmr_pct","ugptfreshun_pct","ugptfreshal_pct","ugftptfresh","ugftptfreshwh","ugftptfreshbl","ugftptfreshhi","ugftptfreshap","ugftptfreshas","ugftptfreshnh","ugftptfreshna","ugftptfreshmr","ugftptfreshun","ugftptfreshal","ugftptfreshwh_pct","ugftptfreshbl_pct","ugftptfreshhi_pct","ugftptfreshap_pct","ugftptfreshas_pct","ugftptfreshnh_pct","ugftptfreshna_pct","ugftptfreshmr_pct","ugftptfreshun_pct","ugftptfreshal_pct","ugft","ugftwh","ugftbl","ugfthi","ugftap","ugftas","ugftnh","ugftna","ugftmr","ugftun","ugftal","ugftwh_pct","ugftbl_pct","ugfthi_pct","ugftap_pct","ugftas_pct","ugftnh_pct","ugftna_pct","ugftmr_pct","ugftun_pct","ugftal_pct","ugpt","ugptwh","ugptbl","ugpthi","ugptap","ugptas","ugptnh","ugptna","ugptmr","ugptun","ugptal","ugptwh_pct","ugptbl_pct","ugpthi_pct","ugptap_pct","ugptas_pct","ugptnh_pct","ugptna_pct","ugptmr_pct","ugptun_pct","ugptal_pct","ugftpt","ugftptwh","ugftptbl","ugftpthi","ugftptap","ugftptas","ugftptnh","ugftptna","ugftptmr","ugftptun","ugftptal","ugftptwh_pct","ugftptbl_pct","ugftpthi_pct","ugftptap_pct","ugftptas_pct","ugftptnh_pct","ugftptna_pct","ugftptmr_pct","ugftptun_pct","ugftptal_pct","state_pop_1824","pop4_white_nh_1824","pop4_black_nh_1824","pop4_api_nh_1824","pop4_aina_nh_1824","pop4_hispanic_1824","pop4_white_nh_1824_pct","pop4_black_nh_1824_pct","pop4_api_nh_1824_pct","pop4_aina_nh_1824_pct","pop4_hispanic_1824_pct","cntypop4_total_1824","cntypop4_white_nh_1824","cntypop4_black_nh_1824","cntypop4_api_nh_1824","cntypop4_aina_nh_1824","cntypop4_hispanic_1824","cntypop4_white_nh_1824_pct","cntypop4_black_nh_1824_pct","cntypop4_api_nh_1824_pct","cntypop4_aina_nh_1824_pct","cntypop4_hispanic_1824_pct"
2003,139755,"georgia institute of technology-main campus","GA","pub-4yr",2280,1674,122,64,323,0,0,4,0,0,93,0.734210526315789,0.0535087719298246,0.0280701754385965,0.141666666666667,0,0,0.00175438596491228,0,0,0.0407894736842105,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2281,1675,122,64,323,0,0,4,0,0,93,0.734327049539676,0.0534853134590092,0.0280578693555458,0.14160455940377,0,0,0.00175361683472161,0,0,0.0407715914072775,10486,7379,751,291,1513,0,0,18,0,0,534,0.703700171657448,0.071619301926378,0.0277512874308602,0.144287621590692,0,0,0.00171657448025939,0,0,0.050925042914362,970,643,131,31,131,0,0,2,0,0,32,0.662886597938144,0.135051546391753,0.0319587628865979,0.135051546391753,0,0,0.00206185567010309,0,0,0.0329896907216495,11456,8022,882,322,1644,0,0,20,0,0,566,0.700244413407821,0.0769902234636872,0.0281075418994413,0.143505586592179,0,0,0.00174581005586592,0,0,0.0494064245810056,877530,473687,286765,25639,2396,89043,0.539795790457306,0.326786548608025,0.0292172347384135,0.00273039098378403,0.101470035212471,,,,,,,,,,,
2004,139755,"georgia institute of technology-main campus","GA","pub-4yr",2226,1581,123,60,322,0,0,6,0,26,108,0.710242587601078,0.055256064690027,0.0269541778975741,0.144654088050314,0,0,0.00269541778975741,0,0.0116801437556155,0.0485175202156334,9,5,0,0,4,0,0,0,0,0,0,0.555555555555556,0,0,0.444444444444444,0,0,0,0,0,0,2235,1586,123,60,326,0,0,6,0,26,108,0.709619686800895,0.0550335570469799,0.0268456375838926,0.14586129753915,0,0,0.00268456375838926,0,0.0116331096196868,0.0483221476510067,10367,7229,743,277,1488,0,0,22,0,83,525,0.69730876820681,0.0716697212308286,0.0267193980900936,0.143532362303463,0,0,0.00212211825986303,0,0.00800617343493778,0.0506414584740041,890,566,106,25,144,0,0,1,0,10,38,0.635955056179775,0.119101123595506,0.0280898876404494,0.161797752808989,0,0,0.00112359550561798,0,0.0112359550561798,0.0426966292134831,11257,7795,849,302,1632,0,0,23,0,93,563,0.692458026117083,0.075419738829173,0.0268277516212135,0.14497645909212,0,0,0.00204317313671493,0,0.00826152616149951,0.050013325042196,883347,474987,290889,26833,2393,88245,0.537712812745161,0.329303207006986,0.0303765111558651,0.00270901469071611,0.0998984544012715,,,,,,,,,,,
2005,139755,"georgia institute of technology-main campus","GA","pub-4yr",2580,1833,147,97,389,0,0,11,0,0,103,0.71046511627907,0.0569767441860465,0.0375968992248062,0.15077519379845,0,0,0.00426356589147287,0,0,0.039922480620155,2,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0.5,2582,1834,147,97,389,0,0,11,0,0,104,0.710302091402014,0.0569326103795507,0.0375677769171185,0.150658404337723,0,0,0.00426026336173509,0,0,0.040278853601859,10725,7428,746,370,1624,0,0,26,0,0,531,0.692587412587413,0.0695571095571096,0.0344988344988345,0.151421911421911,0,0,0.00242424242424242,0,0,0.0495104895104895,821,506,136,26,122,0,0,3,0,0,28,0.6163215590743,0.165651644336175,0.0316686967113276,0.148599269183922,0,0,0.00365408038976857,0,0,0.0341047503045067,11546,7934,882,396,1746,0,0,29,0,0,559,0.687164385934523,0.0763900918066863,0.0342975922397367,0.15122120214793,0,0,0.00251169236099082,0,0,0.0484150355101334,904353,483394,299155,28458,2466,90880,0.534519153472151,0.330794501704534,0.0314678007371016,0.00272681132256984,0.100491732763644,,,,,,,,,,,
2006,139755,"georgia institute of technology-main campus","GA","pub-4yr",2419,1719,154,106,349,0,0,7,0,11,73,0.710624224886317,0.0636626705250103,0.0438197602315006,0.144274493592394,0,0,0.00289375775113683,0,0.00454733360892931,0.0301777594047127,6,4,1,0,1,0,0,0,0,0,0,0.666666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,2425,1723,155,106,350,0,0,7,0,11,73,0.710515463917526,0.0639175257731959,0.0437113402061856,0.144329896907216,0,0,0.00288659793814433,0,0.0045360824742268,0.0301030927835052,10992,7571,759,414,1594,0,0,29,0,74,551,0.68877365356623,0.0690502183406114,0.0376637554585153,0.145014556040757,0,0,0.00263828238719068,0,0.00673216885007278,0.050127365356623,849,521,124,33,136,0,0,0,0,9,26,0.613663133097762,0.14605418138987,0.03886925795053,0.160188457008245,0,0,0,0,0.0106007067137809,0.0306242638398115,11841,8092,883,447,1730,0,0,29,0,83,577,0.683388227345663,0.0745714044421924,0.037750190017735,0.146102525124567,0,0,0.00244911747318639,0,0.00700954311291276,0.0487289924837429,898133,478145,298588,29052,2412,89936,0.532376607918872,0.332454102009391,0.0323471022665908,0.00268557106798214,0.100136616737165,,,,,,,,,,,
2007,139755,"georgia institute of technology-main campus","GA","pub-4yr",2837,1935,163,117,485,0,0,6,0,19,112,0.682058512513218,0.0574550581600282,0.0412407472682411,0.170955234402538,0,0,0.00211491011632006,0,0.00669721536834685,0.0394783221713077,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2837,1935,163,117,485,0,0,6,0,19,112,0.682058512513218,0.0574550581600282,0.0412407472682411,0.170955234402538,0,0,0.00211491011632006,0,0.00669721536834685,0.0394783221713077,11542,7863,797,479,1783,0,0,31,0,71,518,0.681251083001213,0.0690521573384162,0.0415006064806793,0.154479293016808,0,0,0.00268584300814417,0,0.00615144688962052,0.0448795702651187,819,528,87,29,135,0,0,1,0,11,28,0.644688644688645,0.106227106227106,0.0354090354090354,0.164835164835165,0,0,0.00122100122100122,0,0.0134310134310134,0.0341880341880342,12361,8391,884,508,1918,0,0,32,0,82,546,0.678828573739989,0.0715152495752771,0.0410969986247067,0.155165439689346,0,0,0.00258878731494216,0,0.00663376749453928,0.0441711835612005,915634,480564,308914,30758,2460,92938,0.524842895742185,0.337377161616978,0.0335920247609853,0.00268666301164002,0.101501254868212,,,,,,,,,,,
2008,139755,"georgia institute of technology-main campus","GA","pub-4yr",2626,1709,124,124,474,0,0,9,0,27,159,0.650799695354151,0.0472201066260472,0.0472201066260472,0.180502665651181,0,0,0.00342726580350343,0,0.0102817974105103,0.0605483625285606,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,2628,1710,125,124,474,0,0,9,0,27,159,0.650684931506849,0.0475646879756469,0.0471841704718417,0.180365296803653,0,0,0.00342465753424658,0,0.0102739726027397,0.0605022831050228,11729,7850,755,545,1880,0,0,33,0,91,575,0.669281268650354,0.0643703640549066,0.0464660243840055,0.160286469434734,0,0,0.00281353909114161,0,0.00775854719072385,0.0490237871941342,836,513,91,41,156,0,0,1,0,15,19,0.613636363636364,0.108851674641148,0.0490430622009569,0.186602870813397,0,0,0.00119617224880383,0,0.0179425837320574,0.0227272727272727,12565,8363,846,586,2036,0,0,34,0,106,594,0.665578989255869,0.0673298846000796,0.0466374850775965,0.162037405491444,0,0,0.00270592916832471,0,0.00843613211301234,0.0472741742936729,928910,483086,315876,31602,2457,95889,0.520056840813427,0.340050166323971,0.0340205186724225,0.00264503557933492,0.103227438610845,,,,,,,,,,,
2009,139755,"georgia institute of technology-main campus","GA","pub-4yr",2637,1666,134,114,474,0,0,5,0,70,174,0.631778536215396,0.0508153204398938,0.043230944254835,0.179749715585893,0,0,0.00189609404626469,0,0.0265453166477057,0.0659840728100114,3,1,0,0,2,0,0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,2640,1667,134,114,476,0,0,5,0,70,174,0.631439393939394,0.0507575757575758,0.0431818181818182,0.18030303030303,0,0,0.00189393939393939,0,0.0265151515151515,0.0659090909090909,12004,7847,772,567,2004,0,0,34,0,144,636,0.653698767077641,0.0643118960346551,0.0472342552482506,0.166944351882706,0,0,0.0028323892035988,0,0.011996001332889,0.0529823392202599,969,585,104,48,173,0,0,3,0,24,32,0.603715170278638,0.107327141382869,0.0495356037151703,0.178534571723426,0,0,0.00309597523219814,0,0.0247678018575851,0.0330237358101135,12973,8432,876,615,2177,0,0,37,0,168,668,0.649965312572265,0.0675248593232097,0.0474061512371849,0.16781006706236,0,0,0.00285207739150543,0,0.0129499730208895,0.0514915593925846,948921,488173,326370,32918,2499,98961,0.514450623392253,0.343938009591947,0.0346899267694571,0.00263351743717338,0.10428792280917,,,,,,,,,,,
2010,139755,"georgia institute of technology-main campus","GA","pub-4yr",2655,1558,117,94,499,496,3,4,54,23,306,0.586817325800377,0.0440677966101695,0.0354048964218456,0.187947269303202,0.186817325800377,0.00112994350282486,0.00150659133709981,0.0203389830508475,0.00866290018832392,0.115254237288136,5,2,1,0,0,0,0,0,1,0,1,0.4,0.2,0,0,0,0,0,0.2,0,0.2,2660,1560,118,94,499,496,3,4,55,23,307,0.586466165413534,0.0443609022556391,0.0353383458646617,0.187593984962406,0.186466165413534,0.00112781954887218,0.00150375939849624,0.0206766917293233,0.00864661654135338,0.115413533834586,12422,7795,721,596,2056,2046,10,15,299,77,863,0.627515697955241,0.0580421832233135,0.0479793914023507,0.165512799871196,0.164707776525519,0.000805023345677025,0.00120753501851554,0.024070198035743,0.00619867976171309,0.0694735147319272,1093,623,125,69,204,203,1,2,23,17,30,0.569990850869167,0.114364135407136,0.0631290027447392,0.186642268984446,0.185727355901189,0.000914913083257091,0.00182982616651418,0.0210430009149131,0.0155535224153705,0.0274473924977127,13515,8418,846,665,2260,2249,11,17,322,94,893,0.622863485016648,0.0625971143174251,0.0492045874953755,0.167221605623381,0.166407695153533,0.000813910469848317,0.00125786163522013,0.0238253792082871,0.00695523492415834,0.0660747317795043,967705,492547,334522,34261,2517,103858,0.508984659581174,0.345685927012881,0.0354043846006789,0.00260099927147219,0.107324029533794,,,,,,,,,,,
2011,139755,"georgia institute of technology-main campus","GA","pub-4yr",2706,1625,146,166,444,441,3,6,87,13,219,0.600517368810052,0.0539541759053954,0.0613451589061345,0.164079822616408,0.162971175166297,0.00110864745011086,0.00221729490022173,0.0321507760532151,0.00480413895048041,0.0809312638580931,6,3,0,1,2,2,0,0,0,0,0,0.5,0,0.166666666666667,0.333333333333333,0.333333333333333,0,0,0,0,0,2712,1628,146,167,446,443,3,6,87,13,219,0.600294985250737,0.053834808259587,0.0615781710914454,0.164454277286136,0.16334808259587,0.00110619469026549,0.00221238938053097,0.0320796460176991,0.00479351032448378,0.0807522123893805,12579,7726,748,661,2110,2098,12,19,313,71,931,0.614198266952858,0.0594641863423166,0.0525478972891327,0.16773988393354,0.166785913029653,0.000953970903887431,0.0015104539311551,0.0248827410763972,0.00564432784800064,0.0740122426265999,1171,663,107,79,236,236,0,2,28,15,41,0.566182749786507,0.0913748932536294,0.067463706233988,0.201537147736977,0.201537147736977,0,0.00170794192997438,0.0239111870196413,0.0128095644748079,0.0350128095644748,13750,8389,855,740,2346,2334,12,21,341,86,972,0.610109090909091,0.0621818181818182,0.0538181818181818,0.170618181818182,0.169745454545455,0.000872727272727273,0.00152727272727273,0.0248,0.00625454545454545,0.0706909090909091,975115,490455,340596,35499,2530,106035,0.502971444393738,0.34928803269358,0.0364049368536019,0.00259456576916569,0.108741020289915,,,,,,,,,,,
2012,139755,"georgia institute of technology-main campus","GA","pub-4yr",2692,1576,167,159,446,444,2,2,88,18,236,0.585438335809807,0.062035661218425,0.0590638930163447,0.165676077265973,0.164933135215453,0.000742942050520059,0.000742942050520059,0.0326894502228826,0.00668647845468053,0.087667161961367,3,1,0,1,1,1,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,2695,1577,167,160,447,445,2,2,88,18,236,0.585157699443414,0.0619666048237477,0.0593692022263451,0.165862708719852,0.165120593692022,0.000742115027829314,0.000742115027829314,0.0326530612244898,0.00667903525046382,0.087569573283859,12701,7580,800,725,2128,2118,10,21,326,77,1044,0.596803401306984,0.0629871663648532,0.0570821195181482,0.167545862530509,0.166758522950949,0.000787339579560665,0.0016534131170774,0.0256672702936777,0.00606251476261712,0.0821982521061334,1247,715,113,78,264,261,3,0,33,7,37,0.573376102646351,0.0906174819566961,0.0625501202886929,0.211708099438653,0.209302325581395,0.00240577385725742,0,0.0264635124298316,0.00561347233360064,0.0296712109061748,13948,8295,913,803,2392,2379,13,21,359,84,1081,0.594708918841411,0.0654574132492114,0.0575709779179811,0.171494121020935,0.170562087754517,0.000932033266418125,0.00150559219959851,0.0257384571264697,0.00602236879839404,0.0775021508459994,992263,494019,354484,36898,2665,104197,0.497871028144756,0.357248027992579,0.0371857058058196,0.00268577987892323,0.105009458177923,,,,,,,,,,,
2013,139755,"georgia institute of technology-main campus","GA","pub-4yr",3039,1591,156,205,538,537,1,1,117,12,419,0.523527476143468,0.0513326752221125,0.0674564001316222,0.177031918394209,0.17670286278381,0.000329055610398157,0.000329055610398157,0.0384995064165844,0.00394866732477789,0.137874300756828,5,2,0,3,0,0,0,0,0,0,0,0.4,0,0.6,0,0,0,0,0,0,0,3044,1593,156,208,538,537,1,1,117,12,419,0.523324572930355,0.0512483574244415,0.0683311432325887,0.176741130091984,0.176412614980289,0.000328515111695138,0.000328515111695138,0.0384362680683311,0.00394218134034166,0.137647831800263,13272,7503,816,821,2323,2310,13,17,388,67,1337,0.565325497287523,0.0614828209764919,0.0618595539481615,0.175030138637734,0.174050632911392,0.000979505726341169,0.00128089210367691,0.0292344786015672,0.00504822182037372,0.100738396624473,1255,713,119,73,280,280,0,0,24,8,38,0.568127490039841,0.0948207171314741,0.0581673306772908,0.223107569721116,0.223107569721116,0,0,0.0191235059760956,0.00637450199203187,0.0302788844621514,14527,8216,935,894,2603,2590,13,17,412,75,1375,0.56556756384663,0.0643629104426241,0.0615405796103807,0.179183589178771,0.178288703792937,0.000894885385833276,0.00117023473532044,0.0283609829971777,0.00516280030288428,0.0946513388862119,1010840,499285,366568,38554,2864,103569,0.493930790233865,0.362637014760002,0.0381405563689605,0.00283328716710854,0.102458351470065,,,,,,,,,,,
2014,139755,"georgia institute of technology-main campus","GA","pub-4yr",2669,1430,157,135,514,510,4,2,102,11,318,0.535781191457475,0.0588235294117647,0.0505807418508805,0.192581491195204,0.191082802547771,0.0014986886474335,0.000749344323716748,0.0382165605095541,0.00412139378044211,0.119145747470963,4,3,0,0,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0,0,0,0.25,2673,1433,157,135,514,510,4,2,102,11,319,0.536101758323981,0.0587355031799476,0.0505050505050505,0.192293303404415,0.190796857463524,0.00149644594089039,0.000748222970445193,0.0381593714927048,0.00411522633744856,0.119341563786008,13291,7266,830,855,2325,2313,12,15,440,61,1499,0.546685727183809,0.0624482732676247,0.0643292453539989,0.174930404032804,0.174027537431345,0.000902866601459634,0.00112858325182454,0.0331051087201866,0.00458957189075314,0.112783086298999,1267,710,88,82,291,290,1,3,36,12,45,0.560378847671665,0.0694554064719811,0.0647198105761642,0.229676400947119,0.228887134964483,0.000789265982636148,0.00236779794790845,0.0284135753749013,0.00947119179163378,0.0355169692186267,14558,7976,918,937,2616,2603,13,18,476,73,1544,0.547877455694464,0.0630581123780739,0.0643632367083391,0.179695013051243,0.178802033246325,0.000892979804918258,0.00123643357604066,0.0326967990108531,0.00501442505838714,0.106058524522599,1010276,496560,369448,39757,2897,101614,0.491509250937368,0.365690167835324,0.0393526125534013,0.00286753322854349,0.100580435445363,,,,,,,,,,,
2015,139755,"georgia institute of technology-main campus","GA","pub-4yr",2805,1413,149,184,585,584,1,1,113,109,251,0.503743315508021,0.0531194295900178,0.0655971479500891,0.20855614973262,0.208199643493761,0.00035650623885918,0.00035650623885918,0.0402852049910873,0.0388591800356506,0.0894830659536542,4,2,1,1,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,2809,1415,150,185,585,584,1,1,113,109,251,0.50373798504806,0.0533997864008544,0.0658597365610538,0.208259166963332,0.207903168387326,0.000355998576005696,0.000355998576005696,0.0402278390886436,0.0388038447846209,0.0893556425774297,13253,6945,837,852,2440,2430,10,7,471,158,1543,0.524032294574813,0.0631555119595563,0.0642873311703011,0.184109258281144,0.183354712140647,0.000754546140496491,0.000528182298347544,0.0355391232173847,0.0119218290198446,0.116426469478609,1429,731,98,83,410,408,2,2,53,9,43,0.511546536039188,0.0685794261721484,0.0580825752274318,0.286913925822253,0.285514345696291,0.00139958012596221,0.00139958012596221,0.0370888733379986,0.00629811056682995,0.0300909727081875,14682,7676,935,935,2850,2838,12,9,524,167,1586,0.522817054897153,0.0636834218771285,0.0636834218771285,0.194115243154884,0.193297915815284,0.00081732733959951,0.000612995504699632,0.0356899604958453,0.0113744721427598,0.108023430050402,1011971,494078,370819,41025,2963,103086,0.488233358465806,0.366432437293164,0.0405396992601567,0.0029279495163399,0.101866555464534,,,,,,,,,,,
2016,139755,"georgia institute of technology-main campus","GA","pub-4yr",3087,1499,200,191,635,635,0,2,111,205,244,0.485584710074506,0.0647878198898607,0.061872367994817,0.205701328150308,0.205701328150308,0,0.000647878198898607,0.0359572400388727,0.0664075153871072,0.0790411402656301,2,1,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0.5,0,0,3089,1500,200,191,635,635,0,2,112,205,244,0.485594043379735,0.0647458724506313,0.0618323081903529,0.205568145030754,0.205568145030754,0,0.000647458724506313,0.0362576885723535,0.0663645192618971,0.0789899643897702,13668,6865,899,900,2602,2596,6,6,495,337,1564,0.502268071407667,0.0657740708223588,0.0658472344161545,0.190371671056482,0.189932689493708,0.000438981562774363,0.000438981562774363,0.036215978928885,0.0246561311091601,0.114427860696517,1474,749,98,88,405,403,2,2,58,12,62,0.508141112618725,0.0664857530529172,0.0597014925373134,0.274762550881954,0.273405698778833,0.00135685210312076,0.00135685210312076,0.039348710990502,0.00814111261872456,0.0420624151967436,15142,7614,997,988,3007,2999,8,8,553,349,1626,0.502839783383965,0.0658433496235636,0.0652489763571523,0.198586712455422,0.198058380663056,0.000528331792365606,0.000528331792365606,0.0365209351472725,0.0230484744419495,0.107383436798309,1009674,489793,369524,42458,3019,104880,0.485100141233705,0.365983475854583,0.0420511967229026,0.00299007402389286,0.103875112164917,,,,,,,,,,,
2017,139755,"georgia institute of technology-main campus","GA","pub-4yr",2873,1415,184,182,577,577,0,1,99,167,248,0.492516533240515,0.0640445527323355,0.0633484162895928,0.200835363731291,0.200835363731291,0,0.000348068221371389,0.0344587539157675,0.0581273929690219,0.0863209189001044,4,3,0,0,1,1,0,0,0,0,0,0.75,0,0,0.25,0.25,0,0,0,0,0,2877,1418,184,182,578,578,0,1,99,167,248,0.492874522071602,0.0639555092109837,0.0632603406326034,0.200903719151894,0.200903719151894,0,0.000347584289190129,0.0344108446298227,0.0580465762947515,0.0862009037191519,13815,6813,926,900,2700,2695,5,5,497,468,1506,0.493159609120521,0.0670285921100253,0.0651465798045603,0.195439739413681,0.195077813970322,0.000361925443358668,0.000361925443358668,0.0359753890698516,0.0338762214983713,0.109011943539631,1674,821,114,128,399,398,1,0,63,53,96,0.490442054958184,0.0681003584229391,0.0764635603345281,0.238351254480287,0.237753882915173,0.000597371565113501,0,0.0376344086021505,0.0316606929510155,0.0573476702508961,15489,7634,1040,1028,3099,3093,6,5,560,521,1602,0.49286590483569,0.0671444250758603,0.0663696817096004,0.200077474336626,0.199690102653496,0.000387371683129963,0.000322809735941636,0.0361546904254632,0.0336367744851185,0.1034282393957,1003327,482286,367137,43249,2952,107703,0.480686755165564,0.365919585538912,0.0431055877096899,0.00294221126312757,0.107345860322706,,,,,,,,,,,
2018,139755,"georgia institute of technology-main campus","GA","pub-4yr",2853,1461,197,200,573,572,1,0,110,146,166,0.512092534174553,0.0690501226778829,0.0701016473887136,0.200841219768665,0.200490711531721,0.000350508236943568,0,0.0385559060637925,0.051174202593761,0.0581843673326323,6,3,3,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,2859,1464,200,200,573,572,1,0,110,146,166,0.512067156348374,0.0699545295557887,0.0699545295557887,0.200419727177335,0.200069954529556,0.000349772647778944,0,0.0384749912556838,0.0510668065757258,0.0580622595313047,13974,6865,975,915,2799,2794,5,4,523,556,1337,0.49126950050093,0.0697724345212538,0.0654787462430228,0.200300558179476,0.199942750822957,0.00035780735651925,0.0002862458852154,0.0374266494919136,0.0397881780449406,0.0956776871332475,1599,744,106,115,447,445,2,0,62,28,97,0.465290806754221,0.0662914321450907,0.0719199499687305,0.279549718574109,0.278298936835522,0.00125078173858662,0,0.0387742338961851,0.0175109443402126,0.0606629143214509,15573,7609,1081,1030,3246,3239,7,4,585,584,1434,0.488602067681243,0.0694150131638092,0.0661401143003917,0.20843768060104,0.20798818467861,0.000449495922429847,0.000256854812817055,0.0375650163744943,0.0375008026712901,0.0920824503949143,1003431,479262,365652,44259,2971,111287,0.477623274545036,0.364401737638163,0.0441076665959094,0.00296084135331677,0.110906479867574,,,,,,,,,,,
1980,145637,"university of illinois urbana campus","IL",,5862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1981,145637,"university of illinois urbana campus","IL",,5758,5077,294,132,222,0,0,18,0,0,15,0.881729767280306,0.0510593956234804,0.0229246266064606,0.0385550538381382,0,0,0.00312608544633553,0,0,0.00260507120527961,19,7,3,1,3,0,0,0,0,0,5,0.368421052631579,0.157894736842105,0.0526315789473684,0.157894736842105,0,0,0,0,0,0.263157894736842,5777,5084,297,133,225,0,0,18,0,0,20,0.880041544054007,0.0514107668339969,0.0230223299290289,0.0389475506318158,0,0,0.00311580405054527,0,0,0.00346200450060585,25363,22930,990,351,815,0,0,78,0,0,199,0.904072862043134,0.0390332373930529,0.0138390568939006,0.0321334227023617,0,0,0.00307534597642235,0,0,0.00784607499112881,1115,1007,48,8,17,0,0,4,0,0,31,0.903139013452915,0.0430493273542601,0.00717488789237668,0.0152466367713004,0,0,0.00358744394618834,0,0,0.0278026905829596,26478,23937,1038,359,832,0,0,82,0,0,230,0.904033537276229,0.0392023566734648,0.0135584258629806,0.0314223128635093,0,0,0.00309691064279779,0,0,0.0086864566810182,,,,,,,,,,,,,,,,,,,,,,
1982,145637,"university of illinois urbana campus","IL",,5766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1983,145637,"u of ill urbana campus","IL",,5661,5033,248,114,254,0,0,4,0,0,8,0.88906553612436,0.0438085143967497,0.0201377848436672,0.0448683978095743,0,0,0.00070658894188306,0,0,0.00141317788376612,15,7,3,0,2,0,0,0,0,0,3,0.466666666666667,0.2,0,0.133333333333333,0,0,0,0,0,0.2,5676,5040,251,114,256,0,0,4,0,0,11,0.887949260042283,0.0442212825933756,0.0200845665961945,0.0451021846370684,0,0,0.000704721634954193,0,0,0.00193798449612403,25209,22610,938,404,1016,0,0,48,0,0,193,0.896901900115038,0.037208933317466,0.0160260224522988,0.040303066365187,0,0,0.00190408187552065,0,0,0.00765599587448927,1106,982,46,14,32,0,0,7,0,0,25,0.887884267631103,0.0415913200723327,0.0126582278481013,0.0289330922242315,0,0,0.00632911392405063,0,0,0.0226039783001808,26315,23592,984,418,1048,0,0,55,0,0,218,0.896522895686871,0.0373931217936538,0.015884476534296,0.0398251947558427,0,0,0.00209006270188106,0,0,0.00828424852745582,,,,,,,,,,,,,,,,,,,,,,
1984,145637,"university of illinois urbana campus","IL",,5380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
